Date,Category,Amount,Note,Is Spending?,Is big spending?
01/03/2012,Đá banh,30.000,,1,
01/03/2012,Ăn tối,15.000,,1,
02/03/2012,Ăn sáng,15.000,,1,
02/03/2012,Ăn trưa,27.000,,1,
02/03/2012,Linh tinh,31.000,"Sữa, nước ngọt",1,
02/03/2012,Ăn tối,29.000,,1,
02/03/2012,Đổ xăng,50.000,,1,
02/03/2012,Linh tinh,50.000,Cà phê,1,
02/03/2012,Linh tinh,36.000,Bánh mì,1,
02/03/2012,Linh tinh,23.000,Nước ngọt,1,
03/03/2012,Gửi xe,3.000,eTown,1,
03/03/2012,Ăn trưa,17.000,,1,
03/03/2012,Linh tinh,5.000,Cafe,1,
03/03/2012,Ăn tối,13.000,,1,
03/03/2012,Linh tinh,39.000,Cà phê,1,
03/03/2012,Linh tinh,35.000,"Bánh mì, nước ngọt",1,
04/03/2012,Linh tinh,140.000,Đi chơi,1,
04/03/2012,Ăn tối,42.000,,1,
04/03/2012,Cho mượn,100.000,Nhân,0,
05/03/2012,Ăn sáng,15.000,,1,
05/03/2012,Ăn trưa,15.000,,1,
06/03/2012,Ăn sáng,10.000,,1,
06/03/2012,Ăn trưa,15.000,,1,
06/03/2012,Đá banh,10.000,,1,
06/03/2012,Gửi xe,3.000,,1,
06/03/2012,Thu tiền mượn,-600.000,Nhân,0,
07/03/2012,Ăn sáng,20.000,,1,
07/03/2012,Đổ xăng,50.000,,1,
07/03/2012,Ăn trưa,15.000,,1,
07/03/2012,Linh tinh,5.000,Nước mía,1,
07/03/2012,Linh tinh,90.000,"Nước ngọt + bỏng ngô (xem phim với Châu, Nhân)",1,
08/03/2012,Ăn sáng,22.000,,1,
08/03/2012,Linh tinh,20.000,Góp tiền mua quà cho c.Thanh producer,1,
08/03/2012,Ăn trưa,15.000,,1,
09/03/2012,Ăn sáng,36.000,,1,
09/03/2012,Ăn trưa,15.000,,1,
09/03/2012,Ăn tối,28.000,,1,
09/03/2012,Linh tinh,183.000,"Sách, bàn chải, kem đánh răng, sữa rửa mặt",1,
10/03/2012,Ăn sáng,10.000,,1,
10/03/2012,Ăn tối,16.000,,1,
11/03/2012,Ăn trưa,17.000,,1,
11/03/2012,Đổ xăng,50.000,,1,
11/03/2012,Linh tinh,70.000,"Cà phê với Thu, Thanh Bình",1,
11/03/2012,Linh tinh,20.000,Vé số,1,
11/03/2012,Nhậu,204.000,"Với Thu, Thương",1,
12/03/2012,Ăn sáng,15.000,,1,
12/03/2012,Ăn trưa,15.000,,1,
12/03/2012,Rút tài khoản,-1.500.000,,0,
12/03/2012,Cho mượn,500.000,Nhân,0,
12/03/2012,Ăn tối,17.000,,1,
13/03/2012,Ăn sáng,10.000,,1,
13/03/2012,Ăn trưa,29.000,,1,
14/03/2012,Ăn sáng,15.000,,1,
14/03/2012,Linh tinh,20.000,Thăm vợ anh Lộc,1,
14/03/2012,Ăn trưa,30.000,,1,
14/03/2012,Ăn tối,17.000,,1,
14/03/2012,Thu tiền mượn,-800.000,Nhân,0,
14/03/2012,Phòng,800.000,,1,
15/03/2012,Ăn sáng,10.000,,1,
15/03/2012,Ăn trưa,35.000,,1,
15/03/2012,Rút tài khoản,-1.000.000,"Cho Nhân mượn, trả ngay trong tối hôm đó",0,
15/03/2012,Đổ xăng,50.000,,1,
15/03/2012,Nhậu,150.000,Sinh nhật Nhân,1,
16/03/2012,Ăn trưa,30.000,,1,
16/03/2012,Nhậu,100.000,,1,
16/03/2012,Linh tinh,120.000,SM,1,
17/03/2012,Linh tinh,2.000,Phụ tiền photo giấy tờ của Hai,1,
17/03/2012,Nhậu,150.000,"Với Nhân, Nghĩa, Lâm, Huy, Duy & bồ Duy",1,
18/03/2012,Linh tinh,52.000,"Cà phê + ăn sáng với Nhân, Nghĩa, Lâm, Huy",1,
18/03/2012,Gửi xe,6.000,Gửi xe nhà Ngũ,1,
18/03/2012,Linh tinh,325.000,"Karaoke với Nhân, Nghĩa, Ngũ, em Ngũ, Châu",1,
19/03/2012,Đổ xăng,50.000,,1,
19/03/2012,Ăn sáng,15.000,,1,
19/03/2012,Ăn trưa,30.000,,1,
19/03/2012,Linh tinh,25.000,Cắt chìa khóa,1,
19/03/2012,Linh tinh,5.000,Nước mía,1,
19/03/2012,Ăn tối,29.000,,1,
19/03/2012,Linh tinh,240.000,SM,1,
20/03/2012,Ăn sáng,10.000,,1,
20/03/2012,Ăn trưa,30.000,,1,
20/03/2012,Rút tài khoản,-1.000.000,,0,
20/03/2012,Linh tinh,93.000,Quà cho bé Minh Quân,1,
20/03/2012,Gửi xe,3.000,Siêu thị Maximark,1,
21/03/2012,Ăn sáng,20.000,,1,
21/03/2012,Ăn trưa,30.000,,1,
21/03/2012,Linh tinh,7.000,Bánh mì que,1,
21/03/2012,Ăn tối,17.000,,1,
21/03/2012,Cho mượn,100.000,Nhân,0,
22/03/2012,Ăn sáng,24.000,,1,
22/03/2012,Ăn trưa,50.000,,1,
22/03/2012,Ăn tối,25.000,,1,
22/03/2012,Đổ xăng,50.000,,1,
22/03/2012,Linh tinh,40.000,"Cà phê với Loan, Lệ, bạn Loan...",1,
23/03/2012,Ăn sáng,10.000,,1,
23/03/2012,Ăn trưa,10.000,,1,
23/03/2012,Ăn tối,28.000,,1,
23/03/2012,Linh tinh,72.000,Quà sinh nhật Mỹ,1,
23/03/2012,Gửi xe,3.000,Siêu thị Maximark,1,
24/03/2012,Ăn trưa,17.000,,1,
24/03/2012,Ăn tối,27.000,,1,
25/03/2012,Ăn sáng,20.000,,1,
25/03/2012,Ăn trưa,21.000,,1,
25/03/2012,Thay nhớt,75.000,"+ Bơm lốp, tăng xên",1,
25/03/2012,Ăn tối,70.000,,1,
26/03/2012,Ăn sáng,15.000,,1,
26/03/2012,Ăn trưa,30.000,,1,
26/03/2012,Ăn tối,13.000,,1,
26/03/2012,Linh tinh,10.000,Nước mía với Yến,1,
27/03/2012,Ăn sáng,10.000,,1,
27/03/2012,Ăn trưa,30.000,,1,
27/03/2012,Gửi xe,3.000,,1,
27/03/2012,Đá banh,20.000,Trả dùm Nhân 10.000,1,
27/03/2012,Ăn tối,12.000,,1,
27/03/2012,Đổ xăng,50.000,,1,
28/03/2012,Cho mượn,100.000,Nhân,0,
28/03/2012,Ăn sáng,15.000,,1,
28/03/2012,Ăn trưa,30.000,,1,
28/03/2012,Ăn tối,16.000,,1,
29/03/2012,Ăn sáng,10.000,,1,
29/03/2012,Ăn trưa,32.000,,1,
29/03/2012,Ăn tối,17.000,,1,
30/03/2012,Ăn sáng,24.000,,1,
31/03/2012,Ăn sáng,12.000,,1,
31/03/2012,Ăn tối,25.000,,1,
31/03/2012,Gửi xe,4.000,"Xem phim với Nhân, Châu",1,
31/03/2012,Linh tinh,90.000,"Cà phê với Nhân, Châu",1,
31/03/2012,Linh tinh,30.000,Bánh mì,1,
31/03/2012,Linh tinh,23.000,Nước ngọt,1,
01/04/2012,Ăn sáng,15.000,,1,
01/04/2012,Linh tinh,40.000,"Chơi PES với Nhân, Nghĩa",1,
01/04/2012,Ăn tối,20.000,,1,
02/04/2012,Ăn sáng,10.000,,1,
02/04/2012,Ăn tối,25.000,,1,
03/04/2012,Ăn sáng,10.000,,1,
03/04/2012,Rút tài khoản,-1.000.000,,0,
03/04/2012,Đổ xăng,50.000,,1,
03/04/2012,Gửi xe,3.000,Sân banh,1,
03/04/2012,Đá banh,10.000,,1,
03/04/2012,Nhậu,100.000,Trả dùm Nhân 50.000,1,
04/04/2012,Ăn sáng,15.000,,1,
04/04/2012,Ăn trưa,100.000,,1,
04/04/2012,Linh tinh,18.000,Bánh mì que + Trả tiền mượn a Đường,1,
05/04/2012,Ăn sáng,20.000,,1,
05/04/2012,Ăn trưa,30.000,,1,
05/04/2012,Linh tinh,140.000,Vé xem phim cho thứ 7 (+1 vé cho cThanh),1,
05/04/2012,Ăn tối,22.000,,1,
05/04/2012,Linh tinh,15.000,Nước ngọt,1,
06/04/2012,Ăn sáng,10.000,,1,
06/04/2012,Ăn trưa,30.000,,1,
06/04/2012,Nhậu,210.000,"Nhậu + Karaoke với Châu, Nhân, Huy, Ngũ, Lượng",1,
07/04/2012,Rút tài khoản,-1.000.000,,0,
07/04/2012,Gửi xe,3.000,,1,
07/04/2012,Đổ xăng,50.000,,1,
07/04/2012,Ăn tối,100.000,Với team Android,1,
07/04/2012,Linh tinh,110.000,SM,1,
08/04/2012,Ăn sáng,15.000,,1,
08/04/2012,Ăn tối,13.000,,1,
09/04/2012,Ăn sáng,10.000,,1,
09/04/2012,Thu tiền mượn,-1.000.000,Nhân,0,
10/04/2012,Ăn sáng,10.000,,1,
10/04/2012,Thu,-100.000,Mừng sinh nhật của công ty,1,
10/04/2012,Gửi xe,3.000,,1,
10/04/2012,Ăn tối,12.000,,1,
11/04/2012,Linh tinh,52.000,2 lốc sữa Cô Gái Hà Lan,1,
11/04/2012,Ăn trưa,30.000,,1,
11/04/2012,Nhậu,100.000,Với team MKP,1,
12/04/2012,Ăn sáng,24.000,,1,
12/04/2012,Ăn trưa,90.000,,1,
12/04/2012,Ăn tối,28.000,,1,
12/04/2012,Đổ xăng,50.000,,1,
12/04/2012,Linh tinh,120.000,"Cafe Guitar Gỗ với Mỹ, Lai, Loan",1,
12/04/2012,Thu tiền mượn,-700.000,Nhân,0,
12/04/2012,Phòng,700.000,,1,
13/04/2012,Ăn sáng,15.000,,1,
13/04/2012,Ăn trưa,25.000,,1,
13/04/2012,Nhậu,300.000,Team HRP,1,
14/04/2012,Gửi xe,3.000,eTown 2,1,
14/04/2012,Linh tinh,17.000,Miếng lót chuột,1,
15/04/2012,Đổ xăng,50.000,,1,
15/04/2012,Rút tài khoản,-10.000.000,,0,
15/04/2012,Cho mượn,10.000.000,Má,0,
15/04/2012,Ăn trưa,14.000,,1,
15/04/2012,Linh tinh,50.000,"Cà phê với Thu, bé Thương",1,
15/04/2012,Cho mượn,200.000,Thu,0,
15/04/2012,Ăn tối,22.000,,1,
16/04/2012,Ăn sáng,7.000,,1,
16/04/2012,Ăn trưa,30.000,,1,
17/04/2012,Ăn sáng,20.000,,1,
17/04/2012,Nhậu,586.000,"Mừng sinh nhật với Nhân, Nghĩa, Châu, Ngũ",1,
18/04/2012,Đổ xăng,50.000,,1,
18/04/2012,Ăn sáng,10.000,,1,
18/04/2012,Ăn trưa,60.000,,1,
18/04/2012,Rút tài khoản,-1.000.000,,0,
18/04/2012,Linh tinh,330.000,Quà cho Minh Quốc,1,
19/04/2012,Ăn trưa,60.000,Trả dùm 30k cho Thanh,1,
19/04/2012,Ăn tối,25.000,,1,
20/04/2012,Ăn sáng,15.000,,1,
20/04/2012,Cho mượn,500.000,Nhựt,0,
20/04/2012,Rút tài khoản,-1.000.000,,0,
20/04/2012,Nhậu,150.000,Với team QA,1,
21/04/2012,Gửi xe,3.000,,1,
21/04/2012,Ăn tối,25.000,,1,
22/04/2012,Linh tinh,4.000,Bơm xe,1,
22/04/2012,Đổ xăng,50.000,,1,
22/04/2012,Linh tinh,32.000,Cà phê với bé Hân,1,
22/04/2012,Cho mượn,300.000,Nhân,0,
22/04/2012,Linh tinh,28.000,Coi đá banh với Nghĩa,1,
23/04/2012,Ăn sáng,20.000,,1,
23/04/2012,Ăn trưa,60.000,,1,
24/04/2012,Ăn sáng,20.000,,1,
24/04/2012,Gửi xe,3.000,,1,
24/04/2012,Ăn tối,21.000,,1,
24/04/2012,Linh tinh,15.000,Nước ngọt,1,
25/04/2012,Ăn sáng,10.000,,1,
26/04/2012,Ăn sáng,20.000,,1,
26/04/2012,Ăn trưa,50.000,,1,
26/04/2012,Linh tinh,86.000,"Thuốc nhứt đầu, sốt + Viên sủi Plusssz",1,
26/04/2012,Ăn tối,15.000,,1,
26/04/2012,Đổ xăng,50.000,,1,
27/04/2012,Ăn sáng,23.000,,1,
27/04/2012,Ăn trưa,30.000,,1,
27/04/2012,Linh tinh,20.000,Ủng hộ a Lộc,1,
27/04/2012,Ăn tối,10.000,,1,
27/04/2012,Thu tiền mượn,-200.000,Nhân,0,
28/04/2012,Rút tài khoản,-1.000.000,,0,
28/04/2012,Ăn trưa,30.000,,1,
28/04/2012,Ăn tối,28.000,,1,
28/04/2012,Linh tinh,43.000,Đồ ăn tối cho Nhân + Huy,1,
28/04/2012,Linh tinh,165.000,"Cà phê với Lai, Mỹ, Thoa, Nguyên",1,
29/04/2012,Ăn trưa,22.000,,1,
29/04/2012,Ăn tối,15.000,,1,
30/04/2012,Ăn sáng,20.000,,1,
30/04/2012,Đổ xăng,50.000,,1,
01/05/2012,Ăn sáng,17.000,,1,
01/05/2012,Linh tinh,20.000,Thuốc ho,1,
02/05/2012,Ăn sáng,10.000,,1,
02/05/2012,Ăn trưa,50.000,,1,
02/05/2012,Linh tinh,59.000,"OMO, Downy 1 Lần Xả, PS Trà Xanh",1,
03/05/2012,Ăn sáng,20.000,,1,
03/05/2012,Ăn trưa,30.000,,1,
03/05/2012,Linh tinh,14.000,Bánh mì que,1,
03/05/2012,Rút tài khoản,-700.000,,0,
03/05/2012,Linh tinh,10.000,Bánh mì,1,
03/05/2012,Linh tinh,280.000,Vé xe về quê,1,
03/05/2012,Linh tinh,2.000,Đi vệ sinh,1,
05/05/2012,Linh tinh,5.000,Bàn chải đánh răng,1,
05/05/2012,Hớt tóc,15.000,,1,
06/05/2012,Linh tinh,230.000,Tiền xe,1,
07/05/2012,Gửi xe,40.000,Bến xe Miền Đông,1,
07/05/2012,Ăn sáng,24.000,,1,
07/05/2012,Ăn tối,17.000,,1,
07/05/2012,Đổ xăng,50.000,,1,
08/05/2012,Ăn sáng,15.000,,1,
08/05/2012,Ăn trưa,90.000,,1,
08/05/2012,Gửi xe,3.000,,1,
08/05/2012,Đá banh,10.000,,1,
08/05/2012,Ăn tối,10.000,Nợ 2000,1,
09/05/2012,Ăn sáng,10.000,,1,
09/05/2012,Ăn trưa,30.000,,1,
09/05/2012,Nhậu,90.000,,1,
09/05/2012,Linh tinh,15.000,Bánh mì,1,
10/05/2012,Ăn sáng,15.000,,1,
10/05/2012,Ăn trưa,70.000,,1,
10/05/2012,Ăn tối,14.000,,1,
10/05/2012,Linh tinh,50.000,Cà phê với 12A,1,
11/05/2012,Ăn sáng,7.000,,1,
11/05/2012,Ăn trưa,30.000,,1,
11/05/2012,Rút tài khoản,-7.000.000,Rút tài khoản + Châu trả,0,
11/05/2012,Linh tinh,7.000,Bánh mì que,1,
11/05/2012,Linh tinh,120.000,Cà phê,1,
12/05/2012,Rút tài khoản,-3.500.000,,0,
12/05/2012,Đổ xăng,50.000,,1,
12/05/2012,Cho mượn,10.000.000,Chị Hai,0,
12/05/2012,Thu,-40.000,Chị Hai đưa tiền ăn trưa dư,1,
13/05/2012,Linh tinh,40.000,Cà phê với 12A,1,
13/05/2012,Linh tinh,300.000,Đám cưới anh Phú Viễn,1,1
13/05/2012,Linh tinh,25.000,Coi đá banh với Nhân,1,
14/05/2012,Ăn sáng,7.000,,1,
14/05/2012,Ăn trưa,30.000,,1,
14/05/2012,Mượn,-300.000,An Gameloft,0,
14/05/2012,Ăn tối,20.000,,1,
15/05/2012,Đổ xăng,50.000,,1,
15/05/2012,Ăn sáng,15.000,,1,
15/05/2012,Ăn trưa,40.000,,1,
15/05/2012,Gửi xe,3.000,,1,
15/05/2012,Ăn tối,12.000,,1,
16/05/2012,Ăn sáng,20.000,,1,
16/05/2012,Ăn trưa,35.000,,1,
16/05/2012,Ăn tối,17.000,,1,
17/05/2012,Ăn sáng,17.000,,1,
17/05/2012,Ăn trưa,30.000,,1,
17/05/2012,Gửi xe,5.000,Bệnh viện Gia Định,1,
17/05/2012,Thu tiền mượn,-10.000.000,Chị Hai,0,
18/05/2012,Ăn sáng,18.000,,1,
18/05/2012,Trả tiền mượn,300.000,An Gameloft,0,
18/05/2012,Ăn tối,26.000,,1,
18/05/2012,Thu tiền mượn,-300.000,Nhân,0,
