Date,Category,Amount,Note,Is Spending?,Is big spending?
19/01/2011,Rút tài khoản,-1.000.000,,0,
19/01/2011,Linh tinh,1.000,Đi vệ sinh,1,
21/01/2011,Linh tinh,2.000,Ăn chè,1,
25/01/2011,Hớt tóc,12.000,,1,
25/01/2011,Nhậu,40.000,,1,
25/01/2011,Linh tinh,10.000,Cà phê,1,
04/02/2011,Linh tinh,61.500,Họp lớp 12A,1,
05/02/2011,Ăn sáng,14.000,,1,
05/02/2011,Linh tinh,65.000,Họp lớp QN,1,
06/02/2011,Thu,-970.000,Má cho,1,
06/02/2011,Ăn tối,30.000,,1,
07/02/2011,Ăn sáng,14.000,,1,
07/02/2011,Đổ xăng,30.000,,1,
07/02/2011,Ăn tối,20.000,,1,
08/02/2011,Ăn sáng,12.000,,1,
08/02/2011,Ăn trưa,4.000,Bánh mì,1,
08/02/2011,Linh tinh,30.000,Dầu gội,1,
08/02/2011,Linh tinh,5.000,Sửa xe (Tăng xên + Bơm),1,
08/02/2011,Ăn tối,19.000,,1,
09/02/2011,Ăn sáng,14.000,,1,
09/02/2011,Ăn trưa,13.000,,1,
09/02/2011,Ăn tối,23.000,,1,
09/02/2011,Linh tinh,20.000,Vé số,1,
09/02/2011,Linh tinh,135.000,Mì gói,1,
09/02/2011,Linh tinh,21.000,Trứng,1,
09/02/2011,Linh tinh,6.000,Nhang muỗi,1,
10/02/2011,Ăn sáng,17.000,Phở,1,
10/02/2011,Ăn trưa,15.000,,1,
10/02/2011,Ăn tối,23.000,,1,
11/02/2011,Ăn sáng,14.000,,1,
11/02/2011,Đổ xăng,30.000,,1,
11/02/2011,Gửi xe,3.000,,1,
11/02/2011,Ăn trưa,15.000,,1,
11/02/2011,Thu tiền mượn,-1.500.000,Linh,0,
11/02/2011,Nhậu,50.000,,1,
12/02/2011,Ăn sáng,15.000,,1,
12/02/2011,Gửi xe,3.000,Trường SPKT + Siêu thị,1,
12/02/2011,Ăn trưa,17.000,,1,
12/02/2011,Ăn tối,14.000,,1,
13/02/2011,Linh tinh,51.000,Socola,1,
13/02/2011,Đổ xăng,30.000,,1,
13/02/2011,Ăn trưa,4.000,Bánh mì,1,
13/02/2011,Linh tinh,10.000,Tất,1,
14/02/2011,Ăn sáng,14.000,,1,
14/02/2011,Gửi xe,3.000,,1,
14/02/2011,Ăn trưa,13.000,,1,
14/02/2011,Ăn tối,50.000,Với Mỹ,1,
15/02/2011,Ăn sáng,15.000,,1,
15/02/2011,Đổ xăng,30.000,,1,
15/02/2011,Ăn trưa,13.000,,1,
16/02/2011,Ăn sáng,12.000,,1,
16/02/2011,Gửi xe,1.000,,1,
16/02/2011,Đổ xăng,30.000,,1,
16/02/2011,Linh tinh,8.000,Kem đánh răng,1,
17/02/2011,Ăn sáng,14.000,,1,
17/02/2011,Ăn trưa,13.000,,1,
18/02/2011,Ăn sáng,15.000,,1,
18/02/2011,Ăn trưa,15.000,,1,
19/02/2011,Ăn sáng,7.000,,1,
19/02/2011,Đổ xăng,30.000,,1,
19/02/2011,Linh tinh,6.000,Tuốc-nơ-vuýt,1,
19/02/2011,Linh tinh,500,Photo giấy tờ cho Hai ,1,
20/02/2011,Ăn sáng,8.000,,1,
21/02/2011,Ăn sáng,14.000,,1,
21/02/2011,Ăn trưa,13.500,Cho Dư 500,1,
21/02/2011,Đổ xăng,40.000,,1,
22/02/2011,Ăn sáng,15.000,,1,
22/02/2011,Ăn trưa,13.000,,1,
22/02/2011,Linh tinh,600.000,Sửa máy tính,1,
23/02/2011,Ăn sáng,14.000,,1,
23/02/2011,Ăn trưa,13.000,,1,
24/02/2011,Ăn sáng,14.000,,1,
24/02/2011,Ăn trưa,13.000,,1,
24/02/2011,Đổ xăng,40.000,,1,
25/02/2011,Ăn sáng,14.000,,1,
25/02/2011,Ăn trưa,13.000,,1,
25/02/2011,Linh tinh,13.000,Thuốc,1,
26/02/2011,Ăn sáng,10.000,,1,
26/02/2011,Thay nhớt,69.000,+ Bơm xe,1,
27/02/2011,Ăn sáng,8.000,,1,
27/02/2011,Linh tinh,100.000,Họp lớp,1,
27/02/2011,Đổ xăng,40.000,,1,
27/02/2011,Linh tinh,6.000,Đánh bài,1,
27/02/2011,Linh tinh,16.000,Thuốc,1,
28/02/2011,Ăn sáng,15.000,,1,
28/02/2011,Ăn trưa,15.000,,1,
01/03/2011,Ăn sáng,15.000,,1,
01/03/2011,Ăn trưa,13.000,,1,
01/03/2011,Đổ xăng,40.000,,1,
02/03/2011,Ăn sáng,15.000,,1,
02/03/2011,Ăn trưa,15.000,,1,
02/03/2011,Gửi xe,3.000,,1,
02/03/2011,Linh tinh,36.000,Nước uống,1,
03/03/2011,Ăn sáng,26.000,,1,
03/03/2011,Ăn trưa,13.000,,1,
04/03/2011,Ăn sáng,14.000,,1,
04/03/2011,Ăn trưa,15.000,,1,
05/03/2011,Ăn sáng,7.000,,1,
05/03/2011,Đổ xăng,40.000,,1,
05/03/2011,Nhậu,150.000,,1,
05/03/2011,Linh tinh,17.000,Trà sữa,1,
05/03/2011,Linh tinh,2.000,Cho Thu,1,
06/03/2011,Ăn sáng,10.000,,1,
07/03/2011,Ăn sáng,15.000,,1,
07/03/2011,Linh tinh,30.000,Vé số,1,
07/03/2011,Ăn trưa,13.000,,1,
07/03/2011,Nhậu,80.000,,1,
07/03/2011,Rút tài khoản,-700.000,,0,
08/03/2011,Ăn sáng,14.000,,1,
08/03/2011,Linh tinh,57.000,Khoai tây chiên cho trainee team,1,
08/03/2011,Linh tinh,28.000,Hoa lưu niệm cho Châu,1,
08/03/2011,Ăn trưa,15.000,,1,
08/03/2011,Đổ xăng,40.000,,1,
09/03/2011,Ăn sáng,14.000,,1,
09/03/2011,Ăn trưa,13.000,,1,
09/03/2011,Linh tinh,20.000,Bánh xèo,1,
10/03/2011,Ăn sáng,15.000,,1,
10/03/2011,Ăn trưa,13.000,,1,
10/03/2011,Linh tinh,5.000,Trái cây,1,
11/03/2011,Ăn sáng,14.000,,1,
11/03/2011,Đổ xăng,40.000,,1,
11/03/2011,Ăn trưa,13.000,,1,
12/03/2011,Ăn sáng,40.000,,1,
12/03/2011,Linh tinh,220.000,Internet,1,
12/03/2011,Hớt tóc,18.000,,1,
12/03/2011,Linh tinh,5.000,Nước suối,1,
12/03/2011,Linh tinh,1.000,Bù tiền thuốc cho ba,1,
12/03/2011,Thu,-1.000.000,Ba cho,1,
12/03/2011,Rút tài khoản,-2.500.000,,0,
12/03/2011,Linh tinh,3.000.000,Cho Hai,1,1
13/03/2011,Linh tinh,16.000,Nước ngọt,1,
13/03/2011,Linh tinh,10.000,Đá lạnh,1,
14/03/2011,Ăn sáng,28.000,,1,
14/03/2011,Đổ xăng,40.000,,1,
14/03/2011,Ăn trưa,13.000,,1,
14/03/2011,Nhậu,350.000,,1,
15/03/2011,Ăn sáng,7.000,,1,
15/03/2011,Ăn trưa,15.000,,1,
15/03/2011,Nhậu,100.000,,1,
15/03/2011,Linh tinh,10.000,Vé số,1,
16/03/2011,Ăn sáng,14.000,,1,
16/03/2011,Đổ xăng,20.000,,1,
16/03/2011,Thu,-100.000,Nhân cho,1,
16/03/2011,Ăn trưa,13.000,,1,
16/03/2011,Mượn,-500.000,Trang,0,
17/03/2011,Ăn sáng,10.000,,1,
17/03/2011,Đổ xăng,40.000,,1,
17/03/2011,Ăn trưa,15.000,,1,
18/03/2011,Ăn sáng,16.000,,1,
18/03/2011,Ăn trưa,13.000,,1,
18/03/2011,Mượn,-500.000,Tín,0,
18/03/2011,Nhậu,241.000,,1,
19/03/2011,Đổ xăng,40.000,,1,
19/03/2011,Gửi xe,3.000,Chùa Phổ Quang,1,
19/03/2011,Linh tinh,29.000,Kem,1,
19/03/2011,Nhậu,15.000,,1,
20/03/2011,Đổ xăng,40.000,,1,
20/03/2011,Ăn sáng,10.000,,1,
20/03/2011,Linh tinh,15.000,Cắt chìa khóa,1,
21/03/2011,Ăn sáng,14.000,,1,
21/03/2011,Linh tinh,250.000,Ủng hộ Nhân,1,
21/03/2011,Ăn trưa,17.000,,1,
21/03/2011,Đổ xăng,40.000,,1,
22/03/2011,Ăn sáng,7.000,,1,
22/03/2011,Ăn trưa,13.000,,1,
23/03/2011,Ăn sáng,7.000,,1,
23/03/2011,Linh tinh,2.000,Bơm xe,1,
23/03/2011,Ăn trưa,13.000,,1,
23/03/2011,Thất thoát,39.000,,1,
24/03/2011,Ăn sáng,10.000,,1,
24/03/2011,Đổ xăng,40.000,,1,
24/03/2011,Ăn trưa,13.000,,1,
24/03/2011,Linh tinh,35.000,Nón bảo hiểm,1,
25/03/2011,Ăn sáng,14.000,,1,
25/03/2011,Ăn trưa,13.000,,1,
25/03/2011,Mượn,-500.000,Trang,0,
26/03/2011,Linh tinh,5.000,Cắt chìa khóa,1,
26/03/2011,Đổ xăng,20.000,,1,
26/03/2011,Linh tinh,15.000,Hủ tiếu,1,
26/03/2011,Linh tinh,6.000,Nhang muỗi,1,
27/03/2011,Linh tinh,16.000,Cà phê,1,
27/03/2011,Đổ xăng,40.000,,1,
28/03/2011,Ăn sáng,17.000,,1,
28/03/2011,Ăn trưa,13.000,,1,
29/03/2011,Ăn sáng,15.000,,1,
29/03/2011,Ăn trưa,13.000,,1,
29/03/2011,Đổ xăng,20.000,,1,
30/03/2011,Ăn sáng,16.000,,1,
30/03/2011,Ăn trưa,13.000,,1,
31/03/2011,Ăn sáng,17.000,,1,
31/03/2011,Linh tinh,20.000,Vé số,1,
31/03/2011,Gửi xe,1.000,,1,
31/03/2011,Ăn trưa,13.000,,1,
31/03/2011,Đổ xăng,40.000,,1,
01/04/2011,Ăn sáng,28.000,,1,
01/04/2011,Linh tinh,20.000,Hamburger,1,
01/04/2011,Ăn trưa,13.000,,1,
01/04/2011,Linh tinh,25.000,Thau,1,
01/04/2011,Gửi xe,3.000,,1,
02/04/2011,Ăn sáng,10.000,,1,
02/04/2011,Linh tinh,3.000,Báo,1,
02/04/2011,Linh tinh,3.000,Pin,1,
02/04/2011,Thất thoát,6.000,,1,
03/04/2011,Gửi xe,4.000,Nhà thiếu nhi Q2 + BV Từ Dũ,1,
03/04/2011,Đổ xăng,40.000,,1,
04/04/2011,Ăn trưa,13.000,,1,
04/04/2011,Linh tinh,10.000,Hamburger,1,
04/04/2011,Gửi xe,2.000,,1,
04/04/2011,Thu,-270.000,Má đưa,1,
05/04/2011,Ăn sáng,17.000,,1,
05/04/2011,Ăn trưa,13.000,,1,
05/04/2011,Đổ xăng,40.000,,1,
06/04/2011,Ăn sáng,15.000,,1,
06/04/2011,Thu,-190.000,Trúng số,1,
06/04/2011,Linh tinh,20.000,Vé số,1,
06/04/2011,Ăn trưa,13.000,,1,
07/04/2011,Ăn sáng,15.000,,1,
07/04/2011,Ăn trưa,13.000,,1,
07/04/2011,Linh tinh,5.000,Trái cây,1,
07/04/2011,Rút tài khoản,-1.700.000,,0,
07/04/2011,Linh tinh,44.500,Sữa,1,
07/04/2011,Đổ xăng,40.000,,1,
07/04/2011,Linh tinh,45.000,Hủ tiếu,1,
08/04/2011,Ăn sáng,17.000,,1,
08/04/2011,Trả tiền mượn,500.000,Tín,0,
08/04/2011,Ăn trưa,13.000,,1,
08/04/2011,Nhậu,140.000,Sinh nhật các bạn Gameloft tháng 4,1,
09/04/2011,Ăn sáng,30.000,,1,
10/04/2011,Ăn sáng,12.000,,1,
10/04/2011,Linh tinh,80.500,"Đồ dùng (Mì tôm, dầu gội, kem & bót đánh răng, bánh kẹo)",1,
10/04/2011,Linh tinh,205.500,Internet,1,
10/04/2011,Gửi xe,2.000,,1,
10/04/2011,Thay nhớt,72.000,,1,
10/04/2011,Linh tinh,5.000,Cho ông thổi sáo trước siêu thị Co-op Mark,1,
11/04/2011,Ăn sáng,15.000,,1,
11/04/2011,Đổ xăng,40.000,,1,
11/04/2011,Ăn trưa,15.000,,1,
11/04/2011,Thu,-100.000,Quà sinh nhật các bạn ở Gameloft,1,
11/04/2011,Thất thoát,3.000,,1,
11/04/2011,Cho mượn,900.000,Nhân,0,
11/04/2011,Linh tinh,20.000,"Bánh bao (Cho Trúc, Mỹ (đánh bóng bàn))",1,
11/04/2011,Gửi xe,5.000,Nhà thi đấu Phú Thọ + quán nhậu,1,
11/04/2011,Nhậu,100.000,+ cafe,1,
12/04/2011,Thu tiền mượn,-1.100.000,"Phong (còn lại 700,000)",0,
13/04/2011,Ăn sáng,17.000,,1,
13/04/2011,Ăn trưa,13.000,,1,
13/04/2011,Rút tài khoản,-700.000,,0,
13/04/2011,Trả tiền mượn,1.000.000,Trang,0,
13/04/2011,Linh tinh,100.000,Bị phạt chạy sai làn đường,1,
14/04/2011,Ăn sáng,10.000,,1,
14/04/2011,Đổ xăng,40.000,,1,
14/04/2011,Ăn trưa,15.000,,1,
15/04/2011,Ăn sáng,15.000,,1,
15/04/2011,Ăn trưa,15.000,,1,
15/04/2011,Rút tài khoản,-2.400.000,,0,
16/04/2011,Cho mượn,2.000.000,Chị Hai,0,
16/04/2011,Linh tinh,100.000,Đưa chị Hai (đưa lộn),1,
16/04/2011,Linh tinh,20.000,Hot Dog,1,
16/04/2011,Linh tinh,35.000,Bóng bàn,1,
16/04/2011,Gửi xe,2.000,,1,
16/04/2011,Linh tinh,32.000,Nước mía,1,
16/04/2011,Đổ xăng,40.000,,1,
17/04/2011,Linh tinh,2.000,Chewingum,1,
17/04/2011,Linh tinh,220.000,Xem phim cùng Trúc và các bạn Gameloft,1,
17/04/2011,Linh tinh,68.000,Bỏng ngô,1,
17/04/2011,Gửi xe,3.000,,1,
17/04/2011,Linh tinh,50.000,Cà phê với các bạn Gameloft và Trúc,1,
18/04/2011,Ăn sáng,18.000,,1,
18/04/2011,Ăn trưa,13.000,,1,
18/04/2011,Đổ xăng,40.000,,1,
19/04/2011,Linh tinh,40.000,Thuốc,1,
19/04/2011,Ăn sáng,13.000,,1,
19/04/2011,Ăn trưa,15.000,,1,
20/04/2011,Ăn sáng,10.000,,1,
20/04/2011,Ăn trưa,15.000,,1,
21/04/2011,Ăn sáng,18.000,,1,
21/04/2011,Đổ xăng,40.000,,1,
21/04/2011,Ăn trưa,13.000,,1,
21/04/2011,Linh tinh,13.000,Thuốc,1,
21/04/2011,Linh tinh,9.000,Kẹo cho Minh Quốc + Hải Triều,1,
22/04/2011,Thu tiền mượn,-2.000.000,Chị Hai,0,
22/04/2011,Ăn sáng,16.000,,1,
22/04/2011,Ăn trưa,15.000,,1,
23/04/2011,Ăn sáng,7.000,,1,
23/04/2011,Linh tinh,13.000,Thuốc,1,
23/04/2011,Đổ xăng,30.000,,1,
24/04/2011,Ăn sáng,7.000,,1,
24/04/2011,Linh tinh,3.500,Báo,1,
24/04/2011,Linh tinh,40.000,Offline Vietguitar,1,
24/04/2011,Linh tinh,100.000,Mắt kiếng,1,
25/04/2011,Ăn sáng,18.000,,1,
25/04/2011,Linh tinh,44.000,Sữa,1,
25/04/2011,Ăn trưa,13.000,,1,
25/04/2011,Nhậu,80.000,Trả cho Hiếu,1,
26/04/2011,Ăn sáng,14.000,,1,
26/04/2011,Đổ xăng,50.000,,1,
26/04/2011,Ăn trưa,13.000,,1,
26/04/2011,Cho mượn,600.000,Chị Hai,0,
26/04/2011,Thu tiền mượn,-600.000,Chị Hai,0,
27/04/2011,Ăn sáng,14.000,,1,
27/04/2011,Ăn trưa,13.000,,1,
27/04/2011,Linh tinh,10.000,Hamburger,1,
27/04/2011,Gửi xe,2.000,,1,
27/04/2011,Linh tinh,12.000,Nước mía (Đánh bóng bàn với X.Thịnh),1,
27/04/2011,Linh tinh,40.000,Mì gói,1,
28/04/2011,Ăn sáng,18.000,,1,
28/04/2011,Ăn trưa,15.000,,1,
28/04/2011,Linh tinh,10.000,Bánh mì,1,
28/04/2011,Linh tinh,28.000,Phồng tôm cho Hai,1,
29/04/2011,Đổ xăng,50.000,,1,
29/04/2011,Ăn sáng,18.000,,1,
29/04/2011,Linh tinh,20.000,Vé số,1,
29/04/2011,Ăn trưa,15.000,,1,
29/04/2011,Thu,-177.000,Ai đó đưa,1,
30/04/2011,Linh tinh,11.000,Đá lạnh,1,
30/04/2011,Linh tinh,89.000,Xôi,1,
30/04/2011,Gửi xe,2.000,,1,
01/05/2011,Linh tinh,390.000,Bình ga,1,
01/05/2011,Nhậu,100.000,Gia đình 12A tại nhà Q9,1,
01/05/2011,Linh tinh,75.000,Hủ tiếu,1,
02/05/2011,Thu,-100.000,A. Chiến đưa,1,
02/05/2011,Ăn sáng,21.000,3 bánh mì ko + hộp cơm tấm,1,
02/05/2011,Đổ xăng,50.000,,1,
02/05/2011,Linh tinh,30.000,Nước mía,1,
03/05/2011,Ăn sáng,10.000,,1,
03/05/2011,Linh tinh,11.000,Trà sữa,1,
04/05/2011,Ăn sáng,20.000,,1,
04/05/2011,Ăn trưa,16.000,Bánh mì,1,
04/05/2011,Đổ xăng,50.000,,1,
05/05/2011,Ăn sáng,15.000,,1,
05/05/2011,Ăn trưa,13.000,,1,
06/05/2011,Ăn sáng,25.000,,1,
06/05/2011,Ăn trưa,13.000,,1,
06/05/2011,Thu tiền mượn,-900.000,Nhân,0,
07/05/2011,Cho mượn,1.000.000,Văn Dũng,0,
07/05/2011,Linh tinh,36.000,"Ăn uống với Thu, Nghĩa...",1,
07/05/2011,Linh tinh,230.000,Áo thun,1,
07/05/2011,Linh tinh,19.000,Trà sữa với Thu,1,
07/05/2011,Rút tài khoản,-5.300.000,,0,
07/05/2011,Gửi xe,1.000,,1,
07/05/2011,Linh tinh,122.000,"Sửa xe: Thay bố thắng, phốt",1,
07/05/2011,Linh tinh,15.000,Rửa xe,1,
07/05/2011,Linh tinh,28.000,Cắt chìa khóa,1,
08/05/2011,Ăn sáng,15.000,,1,
08/05/2011,Đổ xăng,30.000,,1,
09/05/2011,Ăn sáng,18.000,,1,
09/05/2011,Gửi tài khoản,4.500.000,,0,
09/05/2011,Ăn trưa,15.000,,1,
09/05/2011,Thất thoát,2.000,,1,
10/05/2011,Ăn sáng,15.000,,1,
10/05/2011,Đổ xăng,50.000,,1,
10/05/2011,Ăn trưa,15.000,,1,
10/05/2011,Gửi xe,3.000,,1,
10/05/2011,Linh tinh,50.000,Cháo (3 bọc cho mình + a. Chiến + c. Hai),1,
11/05/2011,Ăn sáng,18.000,,1,
11/05/2011,Ăn trưa,13.000,,1,
11/05/2011,Rút tài khoản,-2.000.000,,0,
11/05/2011,Linh tinh,539.000,Điện thoại cho ba,1,
11/05/2011,Linh tinh,150.000,Sim cho ba,1,
11/05/2011,Hớt tóc,25.000,,1,
12/05/2011,Ăn sáng,18.000,,1,
12/05/2011,Linh tinh,10.000,Cắt chìa khóa,1,
12/05/2011,Ăn trưa,13.000,,1,
12/05/2011,Đổ xăng,50.000,,1,
12/05/2011,Gửi xe,3.000,,1,
13/05/2011,Thu,-1.550.000,Lãnh học bổng,1,
13/05/2011,Gửi xe,1.000,,1,
13/05/2011,Ăn sáng,10.000,,1,
13/05/2011,Ăn trưa,13.000,,1,
13/05/2011,Linh tinh,5.000,Áo mưa,1,
13/05/2011,Cho mượn,1.124.000,Chị Nghĩa (mua sữa cho Kiên),0,
13/05/2011,Linh tinh,250.000,Vé xe,1,
15/05/2011,Ăn sáng,18.000,,1,
16/05/2011,Linh tinh,22.000,Phí chuyển khoản cho Hai,1,
16/05/2011,Linh tinh,38.000,Bột chiên cho má,1,
17/05/2011,Thu tiền mượn,-1.124.000,Chị Nghĩa trả tiền sữa,0,
17/05/2011,Thu,-1.000,Chị Nghĩa trả tiền sữa dư,1,
17/05/2011,Linh tinh,200.000,Vé xe Hải Lài,1,
17/05/2011,Linh tinh,2.000,Cho bà già ở quán ăn lúc vô SG,1,
18/05/2011,Ăn sáng,15.000,,1,
18/05/2011,Ăn trưa,20.000,,1,
19/05/2011,Ăn sáng,15.000,,1,
19/05/2011,Đổ xăng,50.000,,1,
19/05/2011,Ăn trưa,13.000,,1,
20/05/2011,Ăn sáng,18.000,,1,
20/05/2011,Ăn trưa,15.000,,1,
20/05/2011,Cho mượn,1.000.000,Nhân,0,
21/05/2011,Cho mượn,300.000,Thu,0,
21/05/2011,Đổ xăng,30.000,,1,
21/05/2011,Ăn sáng,10.000,,1,
21/05/2011,Nhậu,200.000,,1,
22/05/2011,Linh tinh,24.000,Cà phê với Văn Dũng,1,
23/05/2011,Ăn sáng,16.000,,1,
23/05/2011,Ăn trưa,15.000,,1,
23/05/2011,Rút tài khoản,-1.000.000,,0,
23/05/2011,Cho mượn,1.000.000,Phong,0,
24/05/2011,Ăn sáng,15.000,,1,
24/05/2011,Đổ xăng,50.000,,1,
24/05/2011,Ăn trưa,26.000,+ Mua dùm anh An 13.000,1,
25/05/2011,Ăn sáng,18.000,,1,
25/05/2011,Ăn trưa,15.000,,1,
26/05/2011,Ăn sáng,6.000,,1,
26/05/2011,Rút tài khoản,-1.000.000,,0,
26/05/2011,Ăn tối,40.000,Phở xào mềm đường Nguyễn Thái Bình (never return),1,
26/05/2011,Đổ xăng,50.000,,1,
26/05/2011,Mượn,-2.000.000,Lai,0,
26/05/2011,Cho mượn,3.000.000,Chị Hai,0,
27/05/2011,Ăn sáng,16.000,,1,
27/05/2011,Trả tiền mượn,20.000,Tiền ăn trưa hôm trước cho Huy,0,
27/05/2011,Ăn trưa,15.000,,1,
27/05/2011,Thu tiền mượn,-1.000.000,Nhân,0,
27/05/2011,Ăn tối,25.000,Mì xào ga SG,1,
27/05/2011,Thu tiền mượn,-1.000.000,Văn Dũng,0,
28/05/2011,Nhậu,80.000,Coi chung kết cúp C1,1,
29/05/2011,Trả tiền mượn,2.000.000,Lai,0,
29/05/2011,Đổ xăng,50.000,,1,
30/05/2011,Ăn sáng,10.000,,1,
30/05/2011,Ăn trưa,13.000,,1,
30/05/2011,Linh tinh,272.000,Shopping,1,
31/05/2011,Ăn sáng,15.000,,1,
31/05/2011,Ăn trưa,13.000,,1,
31/05/2011,Rút tài khoản,-500.000,,0,
31/05/2011,Linh tinh,66.000,Cà phê với Trúc,1,
01/06/2011,Đổ xăng,50.000,,1,
01/06/2011,Ăn sáng,18.000,,1,
01/06/2011,Thu,-8.000,Mì gói cho a.Bình,1,
01/06/2011,Ăn trưa,15.000,,1,
02/06/2011,Ăn sáng,18.000,,1,
02/06/2011,Ăn trưa,15.000,,1,
03/06/2011,Ăn sáng,18.000,,1,
03/06/2011,Ăn trưa,25.000,,1,
03/06/2011,Đổ xăng,40.000,,1,
03/06/2011,Gửi xe,3.000,,1,
03/06/2011,Linh tinh,30.000,"Nước mía với Lai, Thịnh",1,
03/06/2011,Linh tinh,36.000,Bánh bao,1,
04/06/2011,Ăn sáng,18.000,,1,
05/06/2011,Ăn sáng,15.000,,1,
05/06/2011,Nhậu,130.000,"Thu, Vinh",1,
06/06/2011,Ăn sáng,19.000,,1,
06/06/2011,Đổ xăng,50.000,,1,
06/06/2011,Ăn trưa,13.000,,1,
06/06/2011,Rút tài khoản,-700.000,,0,
06/06/2011,Linh tinh,90.000,Xem phim,1,
06/06/2011,Linh tinh,100.000,Đám cưới Kiều,1,
06/06/2011,Cho mượn,100.000,Lai,0,
07/06/2011,Ăn sáng,22.000,,1,
07/06/2011,Ăn trưa,15.000,,1,
07/06/2011,Ăn tối,23.000,,1,
07/06/2011,Gửi xe,3.000,Galaxy Tân Bình,1,
07/06/2011,Linh tinh,18.000,Nước ngọt,1,
08/06/2011,Gửi xe,1.000,SPKT,1,
08/06/2011,Ăn sáng,25.000,,1,
08/06/2011,Ăn trưa,13.000,,1,
09/06/2011,Ăn sáng,18.000,,1,
09/06/2011,Đổ xăng,50.000,,1,
09/06/2011,Ăn trưa,15.000,,1,
09/06/2011,Nhậu,180.000,,1,
10/06/2011,Ăn sáng,15.000,,1,
10/06/2011,Ăn trưa,15.000,,1,
10/06/2011,Rút tài khoản,-700.000,,0,
10/06/2011,Linh tinh,144.000,Headphone,1,
11/06/2011,Ăn sáng,26.000,,1,
11/06/2011,Linh tinh,20.000,Phí chụp hình lễ tốt nghiệp,1,
11/06/2011,Linh tinh,25.000,Vỏ bằng,1,
11/06/2011,Linh tinh,5.000,Mướn lễ phục (Đặt cọc 300.000. Nhận lại vào ngày 24/6),1,
11/06/2011,Gửi xe,1.000,SPKT,1,
11/06/2011,Linh tinh,2.000,Hành ngò,1,
11/06/2011,Đổ xăng,50.000,,1,
12/06/2011,Linh tinh,100.000,Đưa chị Hai,1,
12/06/2011,Nhậu,103.000,"Bé Hân, Linh, Loan",1,
13/06/2011,Ăn sáng,6.000,,1,
13/06/2011,Rút tài khoản,-1.200.000,,0,
